Cas_Praha,Predicted_Funding_%,Premium_Index,Zmena_%,Pocet_dat,Okno,Ciel_Settlement
2025-06-15 02:00:01+02:00,-0.016345643153526972,-0.0006634564315352697,,241,1,06:00
2025-06-15 02:10:01+02:00,-0.016420717131474104,-0.000664207171314741,-7.507397794713142e-05,251,1,06:00
2025-06-15 02:20:01+02:00,-0.016178544061302674,-0.0006617854406130268,0.00024217307017142947,261,1,06:00
2025-06-15 02:30:01+02:00,-0.01600848708487086,-0.0006600848708487086,0.00017005697643181564,271,1,06:00
2025-06-15 02:40:01+02:00,-0.01566227758007118,-0.0006566227758007118,0.00034620950479967785,281,1,06:00
2025-06-15 02:50:01+02:00,-0.015335738831615117,-0.0006533573883161512,0.00032653874845606397,291,1,06:00
2025-06-15 03:00:01+02:00,-0.014872093023255806,-0.0006487209302325581,0.0004636458083593104,301,1,06:00
2025-06-15 03:10:01+02:00,-0.014342443729903537,-0.0006434244372990354,0.0005296492933522697,311,1,06:00
2025-06-15 03:20:01+02:00,-0.013963239875389406,-0.0006396323987538941,0.00037920385451413116,321,1,06:00
2025-06-15 03:30:01+02:00,-0.013559818731117819,-0.0006355981873111782,0.000403421144271587,331,1,06:00
2025-06-15 03:40:01+02:00,-0.013303519061583582,-0.0006330351906158358,0.00025629966953423684,341,1,06:00
2025-06-15 03:50:01+02:00,-0.013407977207977213,-0.0006340797720797721,-0.00010445814639363157,351,1,06:00
2025-06-15 04:00:01+02:00,-0.013498891966759009,-0.0006349889196675901,-9.091475878179531e-05,361,1,06:00
2025-06-15 04:10:01+02:00,-0.013492991913746633,-0.0006349299191374663,5.900053012375395e-06,371,1,06:00
2025-06-15 04:20:01+02:00,-0.013467716535433074,-0.0006346771653543308,2.527537831355925e-05,381,1,06:00
2025-06-15 04:30:01+02:00,-0.013293861892583124,-0.0006329386189258313,0.00017385464284994968,391,1,06:00
2025-06-15 04:40:01+02:00,-0.013252867830423952,-0.0006325286783042395,4.09940621591727e-05,401,1,06:00
2025-06-15 04:50:01+02:00,-0.0133065693430657,-0.000633065693430657,-5.3701512641748245e-05,411,1,06:00
2025-06-15 05:00:01+02:00,-0.013350118764845608,-0.0006335011876484561,-4.354942177990824e-05,421,1,06:00
2025-06-15 05:10:01+02:00,-0.013445011600928078,-0.0006344501160092808,-9.489283608246982e-05,431,1,06:00
2025-06-15 05:20:01+02:00,-0.013620634920634922,-0.0006362063492063492,-0.00017562331970684408,441,1,06:00
2025-06-15 05:30:01+02:00,-0.013660532150776056,-0.0006366053215077606,-3.9897230141134124e-05,451,1,06:00
2025-06-15 05:40:01+02:00,-0.013820173535791758,-0.0006382017353579176,-0.0001596413850157019,461,1,06:00
2025-06-15 05:50:01+02:00,-0.013929511677282383,-0.0006392951167728238,-0.00010933814149062526,471,1,06:00
2025-06-15 06:01:00+02:00,-0.02605,-0.0007605,-0.012120488322717617,2,2,14:00
2025-06-15 06:11:00+02:00,-0.01628333333333334,-0.0006628333333333334,0.00976666666666666,12,2,14:00
2025-06-15 06:21:00+02:00,-0.016336363636363652,-0.0006633636363636365,-5.30303030303117e-05,22,2,14:00
2025-06-15 06:31:00+02:00,-0.017103124999999997,-0.00067103125,-0.0007667613636363445,32,2,14:00
2025-06-15 06:41:00+02:00,-0.017371428571428572,-0.0006737142857142857,-0.0002683035714285756,42,2,14:00
2025-06-15 06:51:00+02:00,-0.01699423076923077,-0.0006699423076923077,0.00037719780219780397,52,2,14:00
2025-06-15 07:01:00+02:00,-0.0169,-0.000669,9.423076923077006e-05,62,2,14:00
2025-06-15 07:11:00+02:00,-0.01712083333333332,-0.0006712083333333332,-0.0002208333333333229,72,2,14:00
2025-06-15 07:21:00+02:00,-0.017040243902439023,-0.0006704024390243903,8.058943089429838e-05,82,2,14:00
2025-06-15 07:31:00+02:00,-0.01640434782608696,-0.0006640434782608696,0.0006358960763520639,92,2,14:00
2025-06-15 07:41:00+02:00,-0.01628627450980391,-0.0006628627450980391,0.00011807331628304815,102,2,14:00
2025-06-15 07:51:00+02:00,-0.01631160714285714,-0.0006631160714285714,-2.5332633053230802e-05,112,2,14:00
2025-06-15 08:01:00+02:00,-0.01633770491803278,-0.0006633770491803278,-2.6097775175638188e-05,122,2,14:00
2025-06-15 08:11:00+02:00,-0.0165969696969697,-0.000665969696969697,-0.00025926477893692054,132,2,14:00
2025-06-15 08:21:00+02:00,-0.01675915492957746,-0.0006675915492957746,-0.00016218523260775816,142,2,14:00
2025-06-15 08:31:00+02:00,-0.016171710526315792,-0.0006617171052631579,0.0005874444032616666,152,2,14:00
2025-06-15 08:41:00+02:00,-0.01595123456790123,-0.0006595123456790123,0.00022047595841456075,162,2,14:00
2025-06-15 08:51:00+02:00,-0.015376162790697673,-0.0006537616279069767,0.0005750717772035584,172,2,14:00
2025-06-15 09:01:00+02:00,-0.014534065934065931,-0.0006453406593406593,0.0008420968566317417,182,2,14:00
2025-06-15 09:11:00+02:00,-0.013765624999999986,-0.0006376562499999999,0.0007684409340659448,192,2,14:00
2025-06-15 09:21:00+02:00,-0.012834158415841589,-0.0006283415841584159,0.0009314665841583976,202,2,14:00
2025-06-15 09:31:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.00020098768413425588,205,2,14:00
2025-06-15 09:41:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 09:51:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 10:01:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 10:11:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 10:21:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 10:31:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 10:41:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 10:51:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 11:01:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 11:11:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 11:21:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 11:31:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 11:41:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 11:51:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 12:01:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 12:11:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 12:21:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 12:31:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 12:41:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 12:51:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 13:01:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 13:11:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 13:21:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 13:31:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 13:41:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
2025-06-15 13:51:00+02:00,-0.012633170731707333,-0.0006263317073170733,0.0,205,2,14:00
